rank,current_price,previous_close,return_1d,return_5d,return_20d,ma20,ma50,ma200,rsi14,macd,macd_signal,macd_hist,macd_hist_prev,atr14,atr_pct,volume,volume_avg20,volume_ratio,cmf20,obv,high20,high60,high252,low20,low60,valid,exclude_reason,stop_loss,target1,target2,expected_return_1,expected_return_2,downside_risk,risk_reward,vcp_score,vcp_contractions,vcp_contraction_depths,vcp_volume_dryup,vcp_atr_compression,pivot_price,dist_to_pivot_pct,vcp_status,weekly_trend_ok,weekly_ma30,weekly_trend_reason,regime_state,regime_score,regime_message,trend_score,volume_score,momentum_score,macd_score,position_score,risk_reward_score,risk_penalty,base_score,final_score,decision,earnings_in_window,next_earnings_date,earnings_unknown,data_quality_flag,data_quality_reasons,zero_volume_ratio,stale_price_ratio,rows_after_quality,risk_reward_status_code,risk_reward_status_label,risk_reward_message,risk_reward_detail,chart_type,rs_rank,expected_r,valid_signal,signal_date,is_sample_data,evidence_points,risk_points,summary,ticker,market_region,universe_mode,name,market,sector,source,ticker_base,industry,sector_source,updated_at,market_regime,market_comment,market_return_5d,market_above_ma20,market_above_ma60,market_above_ma200,prev_close,last_open,last_close,last_day_return,open_gap,intraday_return,distance_from_ma20,distance_from_ma60,chase_risk_warning,score,adjusted_score,chart_type_penalty,quality_penalty,data_source,data_quality,data_warning,passed_liquidity_filter,liquidity_warning,filter_reason,avg_dollar_volume_20d,passed_risk_reward_filter,risk_reward_warning,force_inflow_pct,force_inflow_source,force_inflow_grade,fi_cmf20,fi_obv_slope,fi_vol_asym,fi_accum_bar_ratio,fi_box_breakout,force_position,position_multiplier,price_percentile_252,force_penalty,force_sequence,chart_score,composite_score,composite_source,selection_reason,caution,consecutive_recommendation_days,recommended_count_last_5_sessions,consecutive_recommendation_comment,sector_count_in_top5,sector_concentration_warning
116,53800.0,52800.0,1.89,-2.18,-3.58,52192.5,53606.0,58492.08,51.34,-601.63,-918.44,316.8,221.94791763248918,3014.29,5.6,60002.0,164332.35,0.37,0.31444567566644227,8497452.0,55100.0,67000.0,81100.0,49550.0,43150.0,True,거래량 부족; 손익비 부족,52192.5,55100.0,61335.71,2.42,14.01,3.08,0.78,0.0,0,[],0.0,0.0,72800.0,0.0,해당없음,False,61793.33,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,18,0,12,10,8,-5,-13,30,35,제외,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,관찰 패턴,93.02,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","관찰 패턴 유형이며 점수는 35점, 손익비는 0.78입니다.",166090.KQ,kr,kospi_kosdaq,하나머티리얼즈,KOSDAQ,반도체,naver_kosdaq,166090,반도체와반도체장비,naver,2026-06-28T13:37:10,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,52800.0,54000.0,53800.0,1.89,2.27,-0.37,3.08,0.36,,35.0,33.0,-2.0,0.0,real,good,,True,,,8677556982.5,False,손익비 기준 미달: 0.78 < 1.20,62.0,proxy,inflow,0.31,0.23,1.7,0.05,0.0,neutral,1.0,49.85,0.0,7.5,33.0,44.6,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,1,
117,77400.0,75200.0,2.93,16.22,15.35,64885.0,64429.0,99816.95,61.62,1013.75,-761.21,1774.96,1329.7165410774057,5578.57,7.21,292320.0,111691.35,2.62,-0.001722369636857443,4824013.0,77400.0,107700.0,193600.0,56700.0,44100.0,True,손익비 부족,66242.86,85767.86,91346.43,10.81,18.02,16.84,0.64,0.0,0,[],0.0,0.0,107700.0,0.0,해당없음,False,107380.0,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,25,15,20,10,9,-5,-11,63,51,관찰 후보,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,박스권 돌파,83.19,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['5일 수익률이 10% 이상이라 추격 매수 부담이 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","박스권 돌파 유형이며 점수는 51점, 손익비는 0.64입니다.",126340.KQ,kr,kospi_kosdaq,비나텍,KOSDAQ,반도체,naver_kosdaq,126340,전기장비,naver,2026-06-28T13:37:04,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,75200.0,79000.0,77400.0,2.93,5.05,-2.03,19.29,20.13,갭상승 출발 이력이 있어 추격 진입에 주의가 필요합니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,51.0,56.0,5.0,0.0,real,good,,True,,,7664530340.0,False,손익비 기준 미달: 0.64 < 1.20,27.5,proxy,weak,-0.0,0.13,1.66,0.15,1.0,overheated,0.8,23.08,5.0,2.5,56.0,44.6,blend,거래량이 충분합니다. RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 갭상승 출발 이력이 있어 추격 진입에 주의가 필요합니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,1,
118,54400.0,57400.0,-5.23,6.25,-2.86,52125.0,52746.0,60568.74,53.12,-618.65,-1098.23,479.58,315.08780856215003,3182.14,5.85,136145.0,108676.65,1.25,0.10130266217472747,10022658.0,57400.0,70600.0,102400.0,48200.0,38150.0,True,점수 기준 미달,52125.0,57400.0,62355.36,5.51,14.62,4.36,1.26,0.0,0,[],0.0,0.0,75300.0,0.0,해당없음,False,63600.0,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,18,10,17,10,5,3,-8,55,50,관찰 후보,False,,True,good,,0.0,0.0,485,low,낮음,손익비가 낮습니다. 기대 수익 대비 손절 위험이 큰 편입니다.,후보에는 남길 수 있지만 보수적인 접근이 필요합니다.,눌림목 반등,95.9,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['규칙 기반의 주요 위험 신호는 크지 않지만, 시장 상황과 뉴스 리스크는 별도 확인이 필요합니다.']","눌림목 반등 유형이며 점수는 50점, 손익비는 1.26입니다.",195870.KS,kr,kospi_kosdaq,해성디에스,KOSPI,반도체,naver_kospi,195870,반도체와반도체장비,naver,2026-06-28T13:37:10,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,57400.0,56000.0,54400.0,-5.23,-2.44,-2.86,4.36,3.14,,50.0,53.0,3.0,0.0,real,good,,True,,,5785572330.0,True,,31.7,proxy,weak,0.1,0.1,1.85,0.05,0.0,neutral,1.0,40.27,15.0,2.5,53.0,44.5,blend,거래량이 충분합니다. RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,손익비가 낮습니다. 기대 수익 대비 손절 위험이 큰 편입니다.,0,0,,1,
119,85400.0,83800.0,1.91,-5.01,12.52,83900.0,77254.0,91547.0,53.33,2316.41,2454.44,-138.03,32.994641474697346,4535.71,5.31,1839911.0,3259495.0,0.56,0.057573557235804325,550251867.0,91700.0,91700.0,136400.0,73000.0,60200.0,True,거래량 부족,83900.0,91700.0,96739.29,7.38,13.28,1.79,4.13,0.0,0,[],0.0,0.0,94400.0,0.0,해당없음,False,95196.67,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,25,0,15,0,5,10,-5,50,43,제외,False,,True,good,,0.0,0.0,485,good,양호,목표 수익 대비 손실 위험이 상대적으로 작습니다.,손익비 기준으로는 우호적인 후보입니다.,관찰 패턴,76.79,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']",['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.'],"관찰 패턴 유형이며 점수는 43점, 손익비는 4.13입니다.",034020.KS,kr,kospi_kosdaq,두산에너빌리티,KOSPI,조선·기계·방산,naver_kospi,034020,기계,naver,2026-06-28T13:37:08,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,83800.0,84700.0,85400.0,1.91,1.07,0.83,1.79,10.54,,43.0,41.0,-2.0,0.0,real,good,,True,,,277017924775.0,True,,49.5,proxy,neutral,0.06,0.41,1.81,0.1,0.0,base,1.2,34.28,0.0,2.5,41.0,44.4,blend,RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,목표 수익 대비 손실 위험이 상대적으로 작습니다.,0,0,,0,
120,4480.0,4725.0,-5.19,6.67,28.92,4030.25,3696.2,3814.54,59.35,210.1,168.57,41.53,44.88925188414245,383.57,8.56,2563336.0,4407856.75,0.58,0.015269867603483889,672596883.0,4725.0,4725.0,5536.9423828125,3210.0,1958.0,True,거래량 부족; 손익비 부족,4030.25,4725.0,5438.93,5.47,21.4,11.16,0.49,0.0,0,[],0.0,0.0,5400.0,0.0,해당없음,False,3552.37,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,20,6,3,-5,-10,44,42,제외,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,관찰 패턴,92.57,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","관찰 패턴 유형이며 점수는 42점, 손익비는 0.49입니다.",413630.KQ,kr,kospi_kosdaq,씨피시스템,KOSDAQ,조선·기계·방산,naver_kosdaq,413630,기계,naver,2026-06-28T13:37:08,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,4725.0,4680.0,4480.0,-5.19,-0.95,-4.27,11.16,21.21,20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,42.0,40.0,-2.0,0.0,real,good,,True,,,19044290727.25,False,손익비 기준 미달: 0.49 < 1.20,51.0,proxy,neutral,0.02,0.55,2.71,0.15,0.0,neutral,1.0,71.59,7.0,7.5,40.0,44.4,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,0,
121,40950.0,39100.0,4.73,-2.5,22.24,39487.5,35037.24,48346.01,56.42,1383.95,1558.47,-174.52,-187.37706691162157,2342.86,5.72,88292.0,198863.05,0.44,0.16938860187727786,82407625.0,43100.0,43100.0,71410.8359375,32050.0,26020.94,True,거래량 부족,39487.5,43100.0,46807.14,5.25,14.3,3.7,1.42,0.0,0,[],0.0,0.0,44650.0,0.0,해당없음,False,48442.31,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,25,0,15,4,5,3,-5,47,33,제외,False,,True,good,,0.0,0.0,485,low,낮음,손익비가 낮습니다. 기대 수익 대비 손절 위험이 큰 편입니다.,후보에는 남길 수 있지만 보수적인 접근이 필요합니다.,관찰 패턴,30.93,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.']",['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.'],"관찰 패턴 유형이며 점수는 33점, 손익비는 1.42입니다.",079900.KS,kr,kospi_kosdaq,전진건설로봇,KOSPI,조선·기계·방산,naver_kospi,079900,기계,naver,2026-06-28T13:37:08,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,39100.0,40050.0,40950.0,4.73,2.43,2.25,3.7,16.88,,33.0,31.0,-2.0,0.0,real,good,,True,,,8235486597.5,True,,64.1,proxy,inflow,0.17,0.49,4.65,0.2,0.0,neutral,1.0,32.89,0.0,2.5,31.0,44.2,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,손익비가 낮습니다. 기대 수익 대비 손절 위험이 큰 편입니다.,0,0,,0,
122,7000.0,6190.0,13.09,11.29,8.86,6234.0,5609.2,7273.52,64.01,149.4,114.12,35.28,-14.611373739516097,391.43,5.59,3414819.0,796834.55,4.29,0.02578054769114827,112420166.0,7000.0,9140.0,12420.0,5900.0,3880.0,True,손익비 부족,6234.0,7587.14,7978.57,8.39,13.98,12.29,0.68,0.0,0,[],0.0,0.0,10010.0,0.0,해당없음,False,7451.0,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,25,15,20,10,9,-5,-6,68,56,관찰 후보,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,박스권 돌파,93.61,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['5일 수익률이 10% 이상이라 추격 매수 부담이 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","박스권 돌파 유형이며 점수는 56점, 손익비는 0.68입니다.",200470.KQ,kr,kospi_kosdaq,에이팩트,KOSDAQ,반도체,naver_kosdaq,200470,반도체와반도체장비,naver,2026-06-28T13:37:10,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,6190.0,6300.0,7000.0,13.09,1.78,11.11,12.29,24.79,최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,56.0,61.0,5.0,0.0,real,good,,True,,,5102940509.0,False,손익비 기준 미달: 0.68 < 1.20,19.1,proxy,outflow,0.03,0.04,1.32,0.1,0.0,neutral,1.0,43.6,0.0,5.0,61.0,44.2,blend,거래량이 충분합니다. RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,1,
123,15720.0,16090.0,-2.3,0.7,9.93,15387.5,15856.42,16748.71,52.23,121.68,12.69,108.99,144.5019984227285,537.14,3.42,952498.0,1020479.6,0.93,0.10068039457336345,39924389.0,16090.0,18591.57,21843.85546875,14310.0,14300.0,True,추세 약화; 손익비 부족,15387.5,16090.0,17062.86,2.35,8.54,2.16,1.09,0.0,0,[],0.0,0.0,18858.862622162145,0.0,해당없음,False,17132.68,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,10,3,20,6,8,-5,-16,26,28,제외,False,,True,good,,0.0,0.0,485,low,낮음,손익비가 낮습니다. 기대 수익 대비 손절 위험이 큰 편입니다.,후보에는 남길 수 있지만 보수적인 접근이 필요합니다.,20일선 회복,65.96,,False,2026-09-17,False,"['RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","20일선 회복 유형이며 점수는 28점, 손익비는 1.09입니다.",138930.KS,kr,kospi_kosdaq,BNK금융지주,KOSPI,금융,naver_kospi,138930,은행,naver,2026-06-28T13:35:29,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,16090.0,16150.0,15720.0,-2.3,0.37,-2.66,2.16,-0.86,,28.0,30.0,2.0,0.0,real,good,,True,,,15800282885.0,False,손익비 기준 미달: 1.09 < 1.20,65.2,proxy,inflow,0.1,0.5,1.18,0.1,0.0,base,1.2,29.02,0.0,7.5,30.0,44.1,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,손익비가 낮습니다. 기대 수익 대비 손절 위험이 큰 편입니다.,0,0,,0,
124,118000.0,119400.0,-1.17,-0.67,3.6,112460.0,109640.0,109012.63,54.66,1403.64,896.17,507.47,344.14012118720507,7821.43,6.63,658597.0,730990.6,0.9,-0.046144240032176806,34647974.0,120100.0,168100.0,183300.0,105000.0,76300.0,True,손익비 부족,112460.0,120100.0,137553.57,1.78,16.57,4.93,0.36,72.21,3,"[46.49, 40.48, 21.11]",0.77,0.848,127900.0,8.39,베이스 형성,False,123130.0,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,3,15,10,11,-5,0,64,63,관찰 후보,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,97.08,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP base 유형이며 점수는 63점, 손익비는 0.36입니다.",240810.KQ,kr,kospi_kosdaq,원익IPS,KOSDAQ,반도체,naver_kosdaq,240810,반도체와반도체장비,naver,2026-06-28T13:37:10,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,119400.0,118900.0,118000.0,-1.17,-0.42,-0.76,4.93,7.62,,63.0,65.0,2.0,0.0,real,good,,True,,,83351968985.0,False,손익비 기준 미달: 0.36 < 1.20,12.8,proxy,outflow,-0.05,-0.32,0.92,0.05,0.0,neutral,1.0,54.97,0.0,2.5,65.0,44.1,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,1,
125,33750.0,33850.0,-0.3,-3.16,4.65,33420.0,30626.0,30328.86,54.87,823.8,920.11,-96.31,-67.08218598600502,1950.0,5.78,32951.0,205698.8,0.16,-0.3136023553232502,1077396.0,36000.0,36000.0,39238.31640625,30750.0,22700.0,True,거래량 부족,33420.0,36000.0,38625.0,6.67,14.44,0.99,6.75,47.67,1,"[20.11, 28.09, 25.61]",1.136,0.662,41000.0,21.48,베이스 형성,False,30413.66,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,15,0,2,10,-5,52,46,제외,False,,True,good,,0.0,0.0,485,good,양호,목표 수익 대비 손실 위험이 상대적으로 작습니다.,손익비 기준으로는 우호적인 후보입니다.,VCP 베이스 형성,54.32,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']",['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.'],"VCP base 유형이며 점수는 46점, 손익비는 6.75입니다.",078340.KQ,kr,kospi_kosdaq,컴투스,KOSDAQ,IT·소프트웨어,naver_kosdaq,078340,게임엔터테인먼트,naver,2026-06-28T13:35:06,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,33850.0,33850.0,33750.0,-0.3,0.0,-0.3,0.99,10.2,,46.0,48.0,2.0,0.0,real,good,,True,,,7042786352.5,True,,37.9,proxy,weak,-0.31,0.15,2.6,0.2,0.0,neutral,1.0,66.81,0.0,5.0,48.0,44.0,blend,RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,목표 수익 대비 손실 위험이 상대적으로 작습니다.,0,0,,1,
126,32200.0,32000.0,0.63,-6.94,33.33,30917.5,28039.0,31501.77,56.26,1620.11,1579.19,40.92,195.49943596946787,2117.86,6.58,162594.0,244182.1,0.67,0.20100249184167637,34881479.0,34900.0,34900.0,48300.0,22950.0,22950.0,True,거래량 부족,30917.5,34900.0,37494.64,8.39,16.44,4.15,2.02,0.0,0,[],0.0,0.0,36400.0,0.0,해당없음,False,32841.67,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,15,6,5,10,-5,61,40,제외,False,,True,good,,0.0,0.0,485,good,양호,목표 수익 대비 손실 위험이 상대적으로 작습니다.,손익비 기준으로는 우호적인 후보입니다.,관찰 패턴,31.93,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']",['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.'],"관찰 패턴 유형이며 점수는 40점, 손익비는 2.02입니다.",014620.KQ,kr,kospi_kosdaq,성광벤드,KOSDAQ,조선·기계·방산,naver_kosdaq,014620,기계,naver,2026-06-28T13:37:08,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,32000.0,32200.0,32200.0,0.63,0.63,0.0,4.15,14.84,,40.0,38.0,-2.0,0.0,real,good,,True,,,7660054025.0,True,,52.9,proxy,neutral,0.2,0.63,1.45,0.05,0.0,neutral,1.0,36.49,0.0,5.0,38.0,44.0,blend,RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,목표 수익 대비 손실 위험이 상대적으로 작습니다.,0,0,,0,
127,4260.0,4295.0,-0.81,-5.12,39.22,3616.25,3217.8,3534.71,63.31,347.73,277.98,69.75,94.64280758602524,536.43,12.59,321351.0,1659965.2,0.19,-0.4395127397624622,72220440.0,4490.0,4490.0,9370.0,2825.0,2430.0,True,거래량 부족; 손익비 부족,3616.25,4490.0,5601.07,5.4,31.48,17.8,0.3,0.0,0,[],0.0,0.0,5420.0,0.0,해당없음,True,3736.17,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,15,6,3,-5,-10,39,40,제외,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,관찰 패턴,87.14,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","관찰 패턴 유형이며 점수는 40점, 손익비는 0.3입니다.",048770.KQ,kr,kospi_kosdaq,TPC로보틱스,KOSDAQ,조선·기계·방산,naver_kosdaq,048770,기계,naver,2026-06-28T13:37:08,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,4295.0,4330.0,4260.0,-0.81,0.81,-1.62,17.8,32.39,20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,40.0,38.0,-2.0,0.0,real,good,,True,,,6991238772.0,False,손익비 기준 미달: 0.30 < 1.20,53.0,proxy,neutral,-0.44,0.87,4.78,0.3,0.0,neutral,1.0,31.63,0.0,0.0,38.0,44.0,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,0,
